Plot;Harvest;Row ;Column ;Family;DMY
1508;4;9;31;C;NA
1279;4;9;32;13F;4356.98
1311;4;10;1;78F;3304.35
1310;4;10;2;109F;2565.22
1309;4;10;3;21_H;826.09
1308;4;10;4;135F;1869.57
1307;4;10;5;B_805;2478.26
1306;4;10;6;11_H;2086.96
1305;4;10;7;32_H;1608.7
1304;4;10;8;35_H;3000
1303;4;10;9;50F;2043.48
1302;4;10;10;17_H;3304.35
1301;4;10;11;60F;2739.13
1300;4;10;12;107F;2130.43
1299;4;10;13;66F;3043.48
1298;4;10;14;25F;3913.04
1297;4;10;15;99F;3478.26
1296;4;10;16;149F;3869.57
1295;4;10;17;96F;2391.3
1294;4;10;18;140F;3043.48
1293;4;10;19;126F;2565.22
1292;4;10;20;141F;2913.04
1291;4;10;21;33F;6822.89
1290;4;10;22;119F;3086.96
1289;4;10;23;133F;4913.04
1288;4;10;24;FL99;3544.02
1287;4;10;25;114F;6055.32
1286;4;10;26;UF2015;2565.22
1285;4;10;27;121F;3956.52
1284;4;10;28;118F;4347.83
1283;4;10;29;23_H;3608.7
1282;4;10;30;36_H;3565.22
1281;4;10;31;135F;4391.3
1280;4;10;32;10F;4260.87
1312;4;11;1;6F;2043.48
1313;4;11;2;101F;1782.61
1314;4;11;3;28F;3478.26
1315;4;11;4;37F;2347.83
1316;4;11;5;17F;3521.74
1317;4;11;6;115F;3000
1318;4;11;7;32F;2826.09
1319;4;11;8;88F;2000
1320;4;11;9;105F;2739.13
1321;4;11;10;97F;3608.7
1322;4;11;11;UF2015;3347.83
1323;4;11;12;42F;3521.74
1324;4;11;13;120F;1521.74
1325;4;11;14;1_H;2782.61
1326;4;11;15;40F;1086.96
1327;4;11;16;12_H;3391.3
1328;4;11;17;B_805;3260.87
1329;4;11;18;101F;1652.17
1330;4;11;19;137F;2739.13
1331;4;11;20;104F;2130.43
1332;4;11;21;78F;2608.7
1333;4;11;22;7_H;2391.3
1334;4;11;23;26_H;2652.17
1335;4;11;24;123F;3391.3
1336;4;11;25;68F;2217.39
1337;4;11;26;25F;3913.04
1338;4;11;27;66F;3608.7
1339;4;11;28;21F;3173.91
1340;4;11;29;65F;4699.58
1341;4;11;30;FL99;4000
1342;4;11;31;125F;5533.6
1509;4;11;32;C;NA
1373;4;12;1;148F;2521.74
1372;4;12;2;91F;1478.26
1371;4;12;3;134F;4365.08
1370;4;12;4;UF2015;3173.91
1369;4;12;5;89F;2304.35
1368;4;12;6;18F;3173.91
1367;4;12;7;10F;2217.39
1366;4;12;8;3F;2478.26
1365;4;12;9;131F;3652.17
1364;4;12;10;34_H;2521.74
1363;4;12;11;8_H;3217.39
1362;4;12;12;82F;2391.3
1361;4;12;13;147F;1260.87
1360;4;12;14;2_H;1608.7
1359;4;12;15;49F;2913.04
1358;4;12;16;FL99;2695.65
1357;4;12;17;133F;2260.87
1356;4;12;18;28_H;2217.39
1355;4;12;19;29_H;3086.96
1354;4;12;20;FL99;3173.91
1353;4;12;21;128F;3478.26
1352;4;12;22;7F;1347.83
1351;4;12;23;64F;1521.74
1350;4;12;24;130F;2739.13
1349;4;12;25;9F;4676.77
1348;4;12;26;105F;2782.61
1347;4;12;27;B_805;3869.57
1346;4;12;28;33_H;4633.13
1345;4;12;29;12_H;4043.48
1344;4;12;30;11_H;2608.7
1343;4;12;31;120F;3652.17
1510;4;12;32;C;NA
1374;4;13;1;146F;3608.7
1375;4;13;2;100F;2260.87
1376;4;13;3;86F;2086.96
1377;4;13;4;14F;3565.22
1378;4;13;5;23F;4014.33
1379;4;13;6;59F;1739.13
1380;4;13;7;FL99;3521.74
1381;4;13;8;2_H;1826.09
1382;4;13;9;19_H;2130.43
1383;4;13;10;132F;2217.39
1384;4;13;11;4_H;2478.26
1385;4;13;12;UF2015;NA
1386;4;13;13;13F;3391.3
1387;4;13;14;67F;2347.83
1388;4;13;15;84F;3478.26
1389;4;13;16;136F;2391.3
1390;4;13;17;98F;2478.26
1391;4;13;18;52F;3000
1392;4;13;19;26F;2260.87
1393;4;13;20;6_H;2217.39
1394;4;13;21;32_H;2608.7
1395;4;13;22;41F;1782.61
1396;4;13;23;111F;4565.22
1397;4;13;24;22_H;4006.14
1398;4;13;25;20_H;4356.2
1399;4;13;26;81F;2608.7
1400;4;13;27;23F;3434.78
1401;4;13;28;144F;3652.17
1402;4;13;29;B_805;3086.96
1403;4;13;30;87F;2956.52
1404;4;13;31;3_H;3652.17
1511;4;13;32;C;NA
1435;4;14;1;76F;5608.7
1434;4;14;2;20F;3260.87
1433;4;14;3;36F;2217.39
1432;4;14;4;139F;3782.61
1431;4;14;5;33F;3608.7
1430;4;14;6;25_H;3608.7
1429;4;14;7;116F;3347.83
1428;4;14;8;58F;4391.3
1427;4;14;9;14_H;4043.48
1426;4;14;10;57F;3608.7
1425;4;14;11;3_H;3782.61
1424;4;14;12;9_H;4478.26
1423;4;14;13;138F;3869.57
1422;4;14;14;70F;3086.96
1421;4;14;15;16F;3000
1420;4;14;16;93F;2478.26
1419;4;14;17;13_H;1782.61
1418;4;14;18;UF2015;4043.48
1417;4;14;19;11F;3782.61
1416;4;14;20;12F;5173.91
1415;4;14;21;27_H;4878.26
1414;4;14;22;24_H;3932.87
1413;4;14;23;126F;4565.22
1412;4;14;24;31_H;4477.98
1411;4;14;25;B_805;3866.87
1410;4;14;26;16_H;3347.83
1409;4;14;27;15F;3834.49
1408;4;14;28;23_H;3869.57
1407;4;14;29;22F;3391.3
1406;4;14;30;28_H;5193.46
1405;4;14;31;FL99;4037.27
1512;4;14;32;C;NA
1001;5;1;1;4F;1086.96
1002;5;1;2;123F;913.04
1003;5;1;3;UF2015;1260.87
1004;5;1;4;10F;956.52
1005;5;1;5;42F;2086.96
1006;5;1;6;99F;1043.48
1007;5;1;7;9F;1173.91
1008;5;1;8;25F;956.52
1009;5;1;9;46F;1173.91
1010;5;1;10;6_H;478.26
1011;5;1;11;66F;565.22
1012;5;1;12;113F;217.39
1013;5;1;13;110F;173.91
1014;5;1;14;145F;86.96
1015;5;1;15;32F;739.13
1016;5;1;16;B_805;1086.96
1017;5;1;17;4_H;739.13
1018;5;1;18;33_H;1826.09
1019;5;1;19;74F;1260.87
1020;5;1;20;26_H;695.65
1021;5;1;21;30F;1695.65
1022;5;1;22;34_H;1086.96
1023;5;1;23;3F;913.04
1024;5;1;24;121F;2217.39
1025;5;1;25;15_H;2217.39
1026;5;1;26;112F;1347.83
1027;5;1;27;FL99;1434.78
1028;5;1;28;83F;1565.22
1500;5;1;29;C;NA
1029;5;1;30;14_H;1739.13
1030;5;1;31;84F;2086.96
1031;5;1;32;20F;782.61
1062;5;2;1;21F;1173.91
1061;5;2;2;120F;695.65
1060;5;2;3;125F;1086.96
1059;5;2;4;64F;2086.96
1058;5;2;5;17_H;1391.3
1057;5;2;6;80F;2304.35
1056;5;2;7;78F;1739.13
1055;5;2;8;102F;869.57
1054;5;2;9;B_805;2217.39
1053;5;2;10;12_H;1000
1052;5;2;11;114F;1000
1051;5;2;12;30_H;2391.3
1050;5;2;13;22F;956.52
1049;5;2;14;97F;782.61
1048;5;2;15;134F;1304.35
1047;5;2;16;144F;1826.09
1046;5;2;17;FL99;1086.96
1045;5;2;18;5F;1521.74
1044;5;2;19;138F;2173.91
1043;5;2;20;7F;826.09
1042;5;2;21;UF2015;2130.43
1041;5;2;22;53F;782.61
1040;5;2;23;8_H;2347.83
1039;5;2;24;14F;1913.04
1038;5;2;25;107F;869.57
1037;5;2;26;82F;956.52
1036;5;2;27;75F;1521.74
1035;5;2;28;94F;1739.13
1501;5;2;29;C;NA
1034;5;2;30;5_H;2173.91
1033;5;2;31;35F;1347.83
1032;5;2;32;149F;3043.48
1063;5;3;1;1F;1521.74
1064;5;3;2;FL99;826.09
1065;5;3;3;24_H;1652.17
1066;5;3;4;72F;NA
1067;5;3;5;92F;1086.96
1068;5;3;6;141F;1739.13
1069;5;3;7;60F;1173.91
1070;5;3;8;117F;1217.39
1071;5;3;9;49F;478.26
1072;5;3;10;1_H;826.09
1073;5;3;11;109F;608.7
1074;5;3;12;81F;1130.43
1075;5;3;13;11_H;1043.48
1076;5;3;14;62F;913.04
1077;5;3;15;36_H;1304.35
1078;5;3;16;44F;913.04
1079;5;3;17;31_H;1478.26
1080;5;3;18;54F;1869.57
1081;5;3;19;86F;2565.22
1082;5;3;20;15F;3956.52
1083;5;3;21;98F;1956.52
1084;5;3;22;108F;2130.43
1085;5;3;23;76F;3826.09
1086;5;3;24;18_H;739.13
1087;5;3;25;B_805;2217.39
1088;5;3;26;8F;1391.3
1089;5;3;27;31F;652.17
1090;5;3;28;40F;782.61
1091;5;3;29;130F;1565.22
1502;5;3;30;C;NA
1092;5;3;31;UF2015;1956.52
1093;5;3;32;53F;1043.48
1124;5;4;1;22_H;1043.48
1123;5;4;2;106F;2347.83
1122;5;4;3;82F;2000
1121;5;4;4;140F;1782.61
1120;5;4;5;124F;1869.57
1119;5;4;6;30_H;2217.39
1118;5;4;7;2F;1478.26
1117;5;4;8;101F;391.3
1116;5;4;9;UF2015;913.04
1115;5;4;10;63F;478.26
1114;5;4;11;24F;1086.96
1113;5;4;12;8F;565.22
1112;5;4;13;FL99;1043.48
1111;5;4;14;33F;1347.83
1110;5;4;15;149F;1086.96
1109;5;4;16;71F;1478.26
1108;5;4;17;29F;1304.35
1107;5;4;18;135F;782.61
1106;5;4;19;20_H;1478.26
1105;5;4;20;113F;1391.3
1104;5;4;21;6F;956.52
1103;5;4;22;70F;1000
1102;5;4;23;B_805;1304.35
1101;5;4;24;23F;2304.35
1100;5;4;25;7_H;739.13
1099;5;4;26;90F;2000
1098;5;4;27;140F;1086.96
1097;5;4;28;146F;739.13
1096;5;4;29;4F;1000
1503;5;4;30;C;NA
1095;5;4;31;35_H;1391.3
1094;5;4;32;38F;869.57
1125;5;5;1;26_H;1304.35
1126;5;5;2;87F;1521.74
1127;5;5;3;48F;1260.87
1128;5;5;4;33_H;1913.04
1129;5;5;5;98F;2000
1130;5;5;6;B_805;1652.17
1131;5;5;7;34F;826.09
1132;5;5;8;137F;1000
1133;5;5;9;17F;1304.35
1134;5;5;10;28F;1304.35
1135;5;5;11;85F;391.3
1136;5;5;12;25_H;695.65
1137;5;5;13;132F;1130.43
1138;5;5;14;4_H;956.52
1139;5;5;15;148F;739.13
1140;5;5;16;21_H;NA
1141;5;5;17;UF2015;1434.78
1142;5;5;18;105F;1956.52
1143;5;5;19;59F;1130.43
1144;5;5;20;136F;1000
1145;5;5;21;48F;956.52
1146;5;5;22;49F;1391.3
1147;5;5;23;55F;1565.22
1148;5;5;24;11F;478.26
1149;5;5;25;60F;1086.96
1150;5;5;26;16F;1608.7
1151;5;5;27;72F;608.7
1152;5;5;28;FL99;826.09
1153;5;5;29;56F;1000
1504;5;5;30;C;NA
1154;5;5;31;88F;608.7
1155;5;5;32;148F;739.13
1186;5;6;1;7F;1521.74
1185;5;6;2;93F;2521.74
1184;5;6;3;5_H;2956.52
1183;5;6;4;56F;1173.91
1182;5;6;5;54F;1304.35
1181;5;6;6;121F;2086.96
1180;5;6;7;83F;1913.04
1179;5;6;8;35F;1434.78
1178;5;6;9;27_H;1086.96
1177;5;6;10;96F;1695.65
1176;5;6;11;29_H;1739.13
1175;5;6;12;146F;1000
1174;5;6;13;24_H;1478.26
1173;5;6;14;B_805;1869.57
1172;5;6;15;22_H;217.39
1171;5;6;16;35_H;1086.96
1170;5;6;17;115F;1434.78
1169;5;6;18;14_H;1913.04
1168;5;6;19;17_H;1782.61
1167;5;6;20;13_H;1217.39
1166;5;6;21;36F;173.91
1165;5;6;22;99F;1608.7
1164;5;6;23;87F;1608.7
1163;5;6;24;124F;956.52
1162;5;6;25;UF2015;913.04
1161;5;6;26;19_H;1260.87
1160;5;6;27;25_H;1000
1159;5;6;28;73F;521.74
1158;5;6;29;131F;1565.22
1157;5;6;30;47F;869.57
1505;5;6;31;C;NA
1156;5;6;32;41F;1043.48
1187;5;7;1;44F;1652.17
1188;5;7;2;6_H;2000
1189;5;7;3;129F;1086.96
1190;5;7;4;8F;2130.43
1191;5;7;5;16F;2043.48
1192;5;7;6;9_H;1652.17
1193;5;7;7;136F;1608.7
1194;5;7;8;18F;2347.83
1195;5;7;9;69F;1304.35
1196;5;7;10;FL99;1565.22
1197;5;7;11;14F;2347.83
1198;5;7;12;28_H;2086.96
1199;5;7;13;67F;1869.57
1200;5;7;14;122F;1347.83
1201;5;7;15;58F;1304.35
1202;5;7;16;129F;1260.87
1203;5;7;17;3_H;1826.09
1204;5;7;18;89F;2347.83
1205;5;7;19;8_H;2304.35
1206;5;7;20;43F;2043.48
1207;5;7;21;51F;1869.57
1208;5;7;22;UF2015;1565.22
1209;5;7;23;1_H;1434.78
1210;5;7;24;61F;1260.87
1211;5;7;25;42F;3782.61
1212;5;7;26;63F;826.09
1213;5;7;27;B_805;1521.74
1214;5;7;28;58F;1739.13
1215;5;7;29;137F;1608.7
1216;5;7;30;103F;2347.83
1506;5;7;31;C;NA
1217;5;7;32;79F;1913.04
1248;5;8;1;5F;1521.74
1247;5;8;2;127F;869.57
1246;5;8;3;15F;1782.61
1245;5;8;4;31_H;1956.52
1244;5;8;5;65F;1565.22
1243;5;8;6;130F;1652.17
1242;5;8;7;11F;1347.83
1241;5;8;8;B_805;1434.78
1240;5;8;9;13_H;1782.61
1239;5;8;10;15_H;1956.52
1238;5;8;11;20F;1826.09
1237;5;8;12;128F;1434.78
1236;5;8;13;81F;1347.83
1235;5;8;14;123F;1652.17
1234;5;8;15;UF2015;1478.26
1233;5;8;16;27_H;826.09
1232;5;8;17;19_H;1173.91
1231;5;8;18;116F;913.04
1230;5;8;19;FL99;1478.26
1229;5;8;20;34_H;1217.39
1228;5;8;21;17F;2086.96
1227;5;8;22;91F;913.04
1226;5;8;23;19F;913.04
1225;5;8;24;32F;956.52
1224;5;8;25;102F;1347.83
1223;5;8;26;15_H;1217.39
1222;5;8;27;24F;1043.48
1221;5;8;28;37F;1565.22
1220;5;8;29;21_H;1478.26
1219;5;8;30;32_H;1130.43
1507;5;8;31;C;NA
1218;5;8;32;18F;1695.65
1249;5;9;1;FL99;1043.48
1250;5;9;2;70F;1478.26
1251;5;9;3;95F;1521.74
1252;5;9;4;36_H;1304.35
1253;5;9;5;30F;1043.48
1254;5;9;6;24F;1043.48
1255;5;9;7;47F;391.3
1256;5;9;8;20_H;1391.3
1257;5;9;9;145F;1173.91
1258;5;9;10;31F;782.61
1259;5;9;11;16_H;1304.35
1260;5;9;12;23_H;1086.96
1261;5;9;13;76F;1304.35
1262;5;9;14;18_H;391.3
1263;5;9;15;27F;826.09
1264;5;9;16;75F;956.52
1265;5;9;17;2F;1043.48
1266;5;9;18;113F;1739.13
1267;5;9;19;83F;1826.09
1268;5;9;20;4F;1695.65
1269;5;9;21;80F;1521.74
1270;5;9;22;9_H;2391.3
1271;5;9;23;62F;1304.35
1272;5;9;24;134F;2347.83
1273;5;9;25;30_H;2173.91
1274;5;9;26;106F;1000
1275;5;9;27;5F;1086.96
1276;5;9;28;16_H;1217.39
1277;5;9;29;B_805;2000
1278;5;9;30;127F;1652.17
1508;5;9;31;C;NA
1279;5;9;32;13F;2260.87
1311;5;10;1;78F;1304.35
1310;5;10;2;109F;1043.48
1309;5;10;3;21_H;478.26
1308;5;10;4;135F;695.65
1307;5;10;5;B_805;1478.26
1306;5;10;6;11_H;826.09
1305;5;10;7;32_H;826.09
1304;5;10;8;35_H;1521.74
1303;5;10;9;50F;1173.91
1302;5;10;10;17_H;1869.57
1301;5;10;11;60F;2173.91
1300;5;10;12;107F;1173.91
1299;5;10;13;66F;2391.3
1298;5;10;14;25F;1565.22
1297;5;10;15;99F;1652.17
1296;5;10;16;149F;2217.39
1295;5;10;17;96F;913.04
1294;5;10;18;140F;1608.7
1293;5;10;19;126F;913.04
1292;5;10;20;141F;1913.04
1291;5;10;21;33F;2608.7
1290;5;10;22;119F;2086.96
1289;5;10;23;133F;1478.26
1288;5;10;24;FL99;2000
1287;5;10;25;114F;3782.61
1286;5;10;26;UF2015;956.52
1285;5;10;27;121F;2000
1284;5;10;28;118F;1869.57
1283;5;10;29;23_H;1826.09
1282;5;10;30;36_H;2652.17
1281;5;10;31;135F;2217.39
1280;5;10;32;10F;2043.48
1312;5;11;1;6F;913.04
1313;5;11;2;101F;1130.43
1314;5;11;3;28F;1434.78
1315;5;11;4;37F;1391.3
1316;5;11;5;17F;1478.26
1317;5;11;6;115F;1956.52
1318;5;11;7;32F;1826.09
1319;5;11;8;88F;1000
1320;5;11;9;105F;782.61
1321;5;11;10;97F;2086.96
1322;5;11;11;UF2015;2434.78
1323;5;11;12;42F;2304.35
1324;5;11;13;120F;869.57
1325;5;11;14;1_H;2086.96
1326;5;11;15;40F;1260.87
1327;5;11;16;12_H;2869.57
1328;5;11;17;B_805;2869.57
1329;5;11;18;101F;913.04
1330;5;11;19;137F;2173.91
1331;5;11;20;104F;1608.7
1332;5;11;21;78F;1695.65
1333;5;11;22;7_H;1043.48
1334;5;11;23;26_H;1695.65
1335;5;11;24;123F;2652.17
1336;5;11;25;68F;826.09
1337;5;11;26;25F;1826.09
1338;5;11;27;66F;2260.87
1339;5;11;28;21F;1782.61
1340;5;11;29;65F;2565.22
1341;5;11;30;FL99;2695.65
1342;5;11;31;125F;3521.74
1509;5;11;32;C;NA
1373;5;12;1;148F;608.7
1372;5;12;2;91F;391.3
1371;5;12;3;134F;1956.52
1370;5;12;4;UF2015;1652.17
1369;5;12;5;89F;869.57
1368;5;12;6;18F;1695.65
1367;5;12;7;10F;782.61
1366;5;12;8;3F;1652.17
1365;5;12;9;131F;1739.13
1364;5;12;10;34_H;1173.91
1363;5;12;11;8_H;2608.7
1362;5;12;12;82F;1608.7
1361;5;12;13;147F;652.17
1360;5;12;14;2_H;956.52
1359;5;12;15;49F;1695.65
1358;5;12;16;FL99;2391.3
1357;5;12;17;133F;1913.04
1356;5;12;18;28_H;1869.57
1355;5;12;19;29_H;2391.3
1354;5;12;20;FL99;2695.65
1353;5;12;21;128F;3173.91
1352;5;12;22;7F;739.13
1351;5;12;23;64F;1739.13
1350;5;12;24;130F;2260.87
1349;5;12;25;9F;3913.04
1348;5;12;26;105F;2434.78
1347;5;12;27;B_805;4130.43
1346;5;12;28;33_H;4478.26
1345;5;12;29;12_H;NA
1344;5;12;30;11_H;1434.78
1343;5;12;31;120F;2565.22
1510;5;12;32;C;NA
1374;5;13;1;146F;695.65
1375;5;13;2;100F;391.3
1376;5;13;3;86F;478.26
1377;5;13;4;14F;1086.96
1378;5;13;5;23F;1913.04
1379;5;13;6;59F;608.7
1380;5;13;7;FL99;1304.35
1381;5;13;8;2_H;521.74
1382;5;13;9;19_H;565.22
1383;5;13;10;132F;565.22
1384;5;13;11;4_H;1043.48
1385;5;13;12;UF2015;1391.3
1386;5;13;13;13F;2043.48
1387;5;13;14;67F;1130.43
1388;5;13;15;84F;1826.09
1389;5;13;16;136F;695.65
1390;5;13;17;98F;782.61
1391;5;13;18;52F;1217.39
1392;5;13;19;26F;1217.39
1393;5;13;20;6_H;695.65
1394;5;13;21;32_H;1043.48
1395;5;13;22;41F;478.26
1396;5;13;23;111F;1956.52
1397;5;13;24;22_H;1347.83
1398;5;13;25;20_H;1652.17
1399;5;13;26;81F;1217.39
1400;5;13;27;23F;1869.57
1401;5;13;28;144F;2086.96
1402;5;13;29;B_805;1782.61
1403;5;13;30;87F;1695.65
1404;5;13;31;3_H;1608.7
1511;5;13;32;C;NA
1435;5;14;1;76F;913.04
1434;5;14;2;20F;1391.3
1433;5;14;3;36F;260.87
1432;5;14;4;139F;1608.7
1431;5;14;5;33F;1173.91
1430;5;14;6;25_H;565.22
1429;5;14;7;116F;782.61
1428;5;14;8;58F;695.65
1427;5;14;9;14_H;869.57
1426;5;14;10;57F;1521.74
1425;5;14;11;3_H;1260.87
1424;5;14;12;9_H;1304.35
1423;5;14;13;138F;1652.17
1422;5;14;14;70F;1000
1421;5;14;15;16F;695.65
1420;5;14;16;93F;869.57
1419;5;14;17;13_H;565.22
1418;5;14;18;UF2015;1217.39
1417;5;14;19;11F;565.22
1416;5;14;20;12F;1956.52
1415;5;14;21;27_H;1869.57
1414;5;14;22;24_H;1826.09
1413;5;14;23;126F;1782.61
1412;5;14;24;31_H;2347.83
1411;5;14;25;B_805;956.52
1410;5;14;26;16_H;739.13
1409;5;14;27;15F;1695.65
1408;5;14;28;23_H;1869.57
1407;5;14;29;22F;2086.96
1406;5;14;30;28_H;2434.78
1405;5;14;31;FL99;1304.35
1512;5;14;32;C;NA
1001;6;1;1;4F;1347.83
1002;6;1;2;123F;521.74
1003;6;1;3;UF2015;1043.48
1004;6;1;4;10F;608.7
1005;6;1;5;42F;1695.65
1006;6;1;6;99F;260.87
1007;6;1;7;9F;869.57
1008;6;1;8;25F;913.04
1009;6;1;9;46F;782.61
1010;6;1;10;6_H;347.83
1011;6;1;11;66F;391.3
1012;6;1;12;113F;173.91
1013;6;1;13;110F;130.43
1014;6;1;14;145F;43.48
1015;6;1;15;32F;86.96
1016;6;1;16;B_805;913.04
1017;6;1;17;4_H;347.83
1018;6;1;18;33_H;1521.74
1019;6;1;19;74F;1695.65
1020;6;1;20;26_H;1000
1021;6;1;21;30F;1434.78
1022;6;1;22;34_H;739.13
1023;6;1;23;3F;478.26
1024;6;1;24;121F;1478.26
1025;6;1;25;15_H;1826.09
1026;6;1;26;112F;1043.48
1027;6;1;27;FL99;1304.35
1028;6;1;28;83F;1217.39
1500;6;1;29;C;NA
1029;6;1;30;14_H;1086.96
1030;6;1;31;84F;2695.65
1031;6;1;32;20F;260.87
1062;6;2;1;21F;739.13
1061;6;2;2;120F;217.39
1060;6;2;3;125F;739.13
1059;6;2;4;64F;1739.13
1058;6;2;5;17_H;521.74
1057;6;2;6;80F;1695.65
1056;6;2;7;78F;782.61
1055;6;2;8;102F;652.17
1054;6;2;9;B_805;1434.78
1053;6;2;10;12_H;782.61
1052;6;2;11;114F;739.13
1051;6;2;12;30_H;1913.04
1050;6;2;13;22F;478.26
1049;6;2;14;97F;347.83
1048;6;2;15;134F;1043.48
1047;6;2;16;144F;1000
1046;6;2;17;FL99;434.78
1045;6;2;18;5F;869.57
1044;6;2;19;138F;956.52
1043;6;2;20;7F;130.43
1042;6;2;21;UF2015;1217.39
1041;6;2;22;53F;173.91
1040;6;2;23;8_H;1739.13
1039;6;2;24;14F;739.13
1038;6;2;25;107F;391.3
1037;6;2;26;82F;565.22
1036;6;2;27;75F;1173.91
1035;6;2;28;94F;913.04
1501;6;2;29;C;NA
1034;6;2;30;5_H;521.74
1033;6;2;31;35F;956.52
1032;6;2;32;149F;1739.13
1063;6;3;1;1F;1260.87
1064;6;3;2;FL99;391.3
1065;6;3;3;24_H;1739.13
1066;6;3;4;72F;1130.43
1067;6;3;5;92F;869.57
1068;6;3;6;141F;913.04
1069;6;3;7;60F;695.65
1070;6;3;8;117F;869.57
1071;6;3;9;49F;521.74
1072;6;3;10;1_H;434.78
1073;6;3;11;109F;260.87
1074;6;3;12;81F;347.83
1075;6;3;13;11_H;826.09
1076;6;3;14;62F;826.09
1077;6;3;15;36_H;1217.39
1078;6;3;16;44F;565.22
1079;6;3;17;31_H;1347.83
1080;6;3;18;54F;1826.09
1081;6;3;19;86F;1608.7
1082;6;3;20;15F;3956.52
1083;6;3;21;98F;1913.04
1084;6;3;22;108F;1826.09
1085;6;3;23;76F;1956.52
1086;6;3;24;18_H;565.22
1087;6;3;25;B_805;1347.83
1088;6;3;26;8F;652.17
1089;6;3;27;31F;260.87
1090;6;3;28;40F;217.39
1091;6;3;29;130F;782.61
1502;6;3;30;C;NA
1092;6;3;31;UF2015;1434.78
1093;6;3;32;53F;956.52
1124;6;4;1;22_H;695.65
1123;6;4;2;106F;1608.7
1122;6;4;3;82F;1652.17
1121;6;4;4;140F;1652.17
1120;6;4;5;124F;1434.78
1119;6;4;6;30_H;2521.74
1118;6;4;7;2F;956.52
1117;6;4;8;101F;478.26
1116;6;4;9;UF2015;608.7
1115;6;4;10;63F;304.35
1114;6;4;11;24F;826.09
1113;6;4;12;8F;478.26
1112;6;4;13;FL99;521.74
1111;6;4;14;33F;478.26
1110;6;4;15;149F;347.83
1109;6;4;16;71F;739.13
1108;6;4;17;29F;1217.39
1107;6;4;18;135F;521.74
1106;6;4;19;20_H;695.65
1105;6;4;20;113F;652.17
1104;6;4;21;6F;260.87
1103;6;4;22;70F;739.13
1102;6;4;23;B_805;869.57
1101;6;4;24;23F;1173.91
1100;6;4;25;7_H;652.17
1099;6;4;26;90F;913.04
1098;6;4;27;140F;739.13
1097;6;4;28;146F;260.87
1096;6;4;29;4F;260.87
1503;6;4;30;C;NA
1095;6;4;31;35_H;347.83
1094;6;4;32;38F;521.74
1125;6;5;1;26_H;1869.57
1126;6;5;2;87F;1086.96
1127;6;5;3;48F;1565.22
1128;6;5;4;33_H;1434.78
1129;6;5;5;98F;2043.48
1130;6;5;6;B_805;1826.09
1131;6;5;7;34F;1173.91
1132;6;5;8;137F;2217.39
1133;6;5;9;17F;1521.74
1134;6;5;10;28F;2260.87
1135;6;5;11;85F;391.3
1136;6;5;12;25_H;347.83
1137;6;5;13;132F;1217.39
1138;6;5;14;4_H;1260.87
1139;6;5;15;148F;217.39
1140;6;5;16;21_H;43.48
1141;6;5;17;UF2015;1173.91
1142;6;5;18;105F;1652.17
1143;6;5;19;59F;565.22
1144;6;5;20;136F;173.91
1145;6;5;21;48F;652.17
1146;6;5;22;49F;739.13
1147;6;5;23;55F;1043.48
1148;6;5;24;11F;130.43
1149;6;5;25;60F;913.04
1150;6;5;26;16F;2130.43
1151;6;5;27;72F;304.35
1152;6;5;28;FL99;260.87
1153;6;5;29;56F;347.83
1504;6;5;30;C;NA
1154;6;5;31;88F;260.87
1155;6;5;32;148F;43.48
1186;6;6;1;7F;956.52
1185;6;6;2;93F;1434.78
1184;6;6;3;5_H;1478.26
1183;6;6;4;56F;739.13
1182;6;6;5;54F;1478.26
1181;6;6;6;121F;1304.35
1180;6;6;7;83F;1521.74
1179;6;6;8;35F;1434.78
1178;6;6;9;27_H;869.57
1177;6;6;10;96F;1173.91
1176;6;6;11;29_H;260.87
1175;6;6;12;146F;130.43
1174;6;6;13;24_H;869.57
1173;6;6;14;B_805;608.7
1172;6;6;15;22_H;130.43
1171;6;6;16;35_H;521.74
1170;6;6;17;115F;1000
1169;6;6;18;14_H;478.26
1168;6;6;19;17_H;260.87
1167;6;6;20;13_H;913.04
1166;6;6;21;36F;86.96
1165;6;6;22;99F;608.7
1164;6;6;23;87F;956.52
1163;6;6;24;124F;391.3
1162;6;6;25;UF2015;478.26
1161;6;6;26;19_H;43.48
1160;6;6;27;25_H;782.61
1159;6;6;28;73F;43.48
1158;6;6;29;131F;913.04
1157;6;6;30;47F;652.17
1505;6;6;31;C;NA
1156;6;6;32;41F;130.43
1187;6;7;1;44F;2043.48
1188;6;7;2;6_H;1565.22
1189;6;7;3;129F;1304.35
1190;6;7;4;8F;1608.7
1191;6;7;5;16F;1913.04
1192;6;7;6;9_H;1608.7
1193;6;7;7;136F;2086.96
1194;6;7;8;18F;2043.48
1195;6;7;9;69F;1217.39
1196;6;7;10;FL99;1826.09
1197;6;7;11;14F;1217.39
1198;6;7;12;28_H;1478.26
1199;6;7;13;67F;1521.74
1200;6;7;14;122F;739.13
1201;6;7;15;58F;478.26
1202;6;7;16;129F;1913.04
1203;6;7;17;3_H;1826.09
1204;6;7;18;89F;1608.7
1205;6;7;19;8_H;2086.96
1206;6;7;20;43F;1652.17
1207;6;7;21;51F;1130.43
1208;6;7;22;UF2015;956.52
1209;6;7;23;1_H;608.7
1210;6;7;24;61F;173.91
1211;6;7;25;42F;2608.7
