Plot;Harvest;Row ;Column ;Family;DMY
1107;8;4;18;135F;521.7391304
1106;8;4;19;20_H;652.173913
1105;8;4;20;113F;913.0434783
1104;8;4;21;6F;130.4347826
1103;8;4;22;70F;782.6086957
1102;8;4;23;B_805;608.6956522
1101;8;4;24;23F;1173.913043
1100;8;4;25;7_H;739.1304348
1099;8;4;26;90F;913.0434783
1098;8;4;27;140F;1086.956522
1097;8;4;28;146F;521.7391304
1096;8;4;29;4F;565.2173913
1503;8;4;30;C;NA
1095;8;4;31;35_H;521.7391304
1094;8;4;32;38F;565.2173913
1125;8;5;1;26_H;2347.826087
1126;8;5;2;87F;1478.26087
1127;8;5;3;48F;1347.826087
1128;8;5;4;33_H;1695.652174
1129;8;5;5;98F;1347.826087
1130;8;5;6;B_805;1043.478261
1131;8;5;7;34F;782.6086957
1132;8;5;8;137F;1434.782609
1133;8;5;9;17F;1173.913043
1134;8;5;10;28F;1217.391304
1135;8;5;11;85F;478.2608696
1136;8;5;12;25_H;347.826087
1137;8;5;13;132F;869.5652174
1138;8;5;14;4_H;956.5217391
1139;8;5;15;148F;347.826087
1140;8;5;16;21_H;130.4347826
1141;8;5;17;UF2015;1260.869565
1142;8;5;18;105F;1173.913043
1143;8;5;19;59F;478.2608696
1144;8;5;20;136F;739.1304348
1145;8;5;21;48F;739.1304348
1146;8;5;22;49F;478.2608696
1147;8;5;23;55F;1565.217391
1148;8;5;24;11F;130.4347826
1149;8;5;25;60F;956.5217391
1150;8;5;26;16F;1217.391304
1151;8;5;27;72F;782.6086957
1152;8;5;28;FL99;478.2608696
1153;8;5;29;56F;652.173913
1504;8;5;30;C;NA
1154;8;5;31;88F;652.173913
1155;8;5;32;148F;173.9130435
1186;8;6;1;7F;1956.521739
1185;8;6;2;93F;1826.086957
1184;8;6;3;5_H;1913.043478
1183;8;6;4;56F;1086.956522
1182;8;6;5;54F;1478.26087
1181;8;6;6;121F;1173.913043
1180;8;6;7;83F;2173.913043
1179;8;6;8;35F;2043.478261
1178;8;6;9;27_H;1130.434783
1177;8;6;10;96F;1173.913043
1176;8;6;11;29_H;739.1304348
1175;8;6;12;146F;521.7391304
1174;8;6;13;24_H;739.1304348
1173;8;6;14;B_805;347.826087
1172;8;6;15;22_H;391.3043478
1171;8;6;16;35_H;695.6521739
1170;8;6;17;115F;956.5217391
1169;8;6;18;14_H;521.7391304
1168;8;6;19;17_H;217.3913043
1167;8;6;20;13_H;1608.695652
1166;8;6;21;36F;521.7391304
1165;8;6;22;99F;826.0869565
1164;8;6;23;87F;739.1304348
1163;8;6;24;124F;347.826087
1162;8;6;25;UF2015;869.5652174
1161;8;6;26;19_H;217.3913043
1160;8;6;27;25_H;434.7826087
1159;8;6;28;73F;304.3478261
1158;8;6;29;131F;434.7826087
1157;8;6;30;47F;695.6521739
1505;8;6;31;C;NA
1156;8;6;32;41F;217.3913043
1187;8;7;1;44F;1304.347826
1188;8;7;2;6_H;1347.826087
1189;8;7;3;129F;1173.913043
1190;8;7;4;8F;1956.521739
1191;8;7;5;16F;1782.608696
1192;8;7;6;9_H;NA
1193;8;7;7;136F;1913.043478
1194;8;7;8;18F;1608.695652
1195;8;7;9;69F;1608.695652
1196;8;7;10;FL99;1956.521739
1197;8;7;11;14F;1478.26087
1198;8;7;12;28_H;2130.434783
1199;8;7;13;67F;1565.217391
1200;8;7;14;122F;869.5652174
1201;8;7;15;58F;478.2608696
1202;8;7;16;129F;956.5217391
1203;8;7;17;3_H;1347.826087
1204;8;7;18;89F;956.5217391
1205;8;7;19;8_H;1086.956522
1206;8;7;20;43F;521.7391304
1207;8;7;21;51F;956.5217391
1208;8;7;22;UF2015;1130.434783
1209;8;7;23;1_H;434.7826087
1210;8;7;24;61F;434.7826087
1211;8;7;25;42F;2130.434783
1212;8;7;26;63F;43.47826087
1213;8;7;27;B_805;43.47826087
1214;8;7;28;58F;565.2173913
1215;8;7;29;137F;869.5652174
1216;8;7;30;103F;1782.608696
1506;8;7;31;C;NA
1217;8;7;32;79F;739.1304348
1248;8;8;1;5F;1652.173913
1247;8;8;2;127F;1173.913043
1246;8;8;3;15F;2391.304348
1245;8;8;4;31_H;1478.26087
1244;8;8;5;65F;1217.391304
1243;8;8;6;130F;1304.347826
1242;8;8;7;11F;1565.217391
1241;8;8;8;B_805;1304.347826
1240;8;8;9;13_H;869.5652174
1239;8;8;10;15_H;1304.347826
1238;8;8;11;20F;1260.869565
1237;8;8;12;128F;739.1304348
1236;8;8;13;81F;130.4347826
1235;8;8;14;123F;1130.434783
1234;8;8;15;UF2015;1695.652174
1233;8;8;16;27_H;217.3913043
1232;8;8;17;19_H;173.9130435
1231;8;8;18;116F;217.3913043
1230;8;8;19;FL99;1347.826087
1229;8;8;20;34_H;782.6086957
1228;8;8;21;17F;1391.304348
1227;8;8;22;91F;304.3478261
1226;8;8;23;19F;260.8695652
1225;8;8;24;32F;782.6086957
1224;8;8;25;102F;608.6956522
1223;8;8;26;15_H;695.6521739
1222;8;8;27;24F;478.2608696
1221;8;8;28;37F;478.2608696
1220;8;8;29;21_H;NA
1219;8;8;30;32_H;739.1304348
1507;8;8;31;C;NA
1218;8;8;32;18F;1173.913043
1249;8;9;1;FL99;1695.652174
1250;8;9;2;70F;1347.826087
1251;8;9;3;95F;1173.913043
1252;8;9;4;36_H;2000
1253;8;9;5;30F;1391.304348
1254;8;9;6;24F;1521.73913
1255;8;9;7;47F;478.2608696
1256;8;9;8;20_H;1391.304348
1257;8;9;9;145F;1043.478261
1258;8;9;10;31F;652.173913
1259;8;9;11;16_H;1478.26087
1260;8;9;12;23_H;826.0869565
1261;8;9;13;76F;1000
1262;8;9;14;18_H;304.3478261
1263;8;9;15;27F;260.8695652
1264;8;9;16;75F;782.6086957
1265;8;9;17;2F;347.826087
1266;8;9;18;113F;1391.304348
1267;8;9;19;83F;869.5652174
1268;8;9;20;4F;956.5217391
1269;8;9;21;80F;565.2173913
1270;8;9;22;9_H;347.826087
1271;8;9;23;62F;1000
1272;8;9;24;134F;1086.956522
1273;8;9;25;30_H;2130.434783
1274;8;9;26;106F;521.7391304
1275;8;9;27;5F;391.3043478
1276;8;9;28;16_H;565.2173913
1277;8;9;29;B_805;913.0434783
1278;8;9;30;127F;478.2608696
1508;8;9;31;C;NA
1279;8;9;32;13F;1000
1311;8;10;1;78F;956.5217391
1310;8;10;2;109F;1043.478261
1309;8;10;3;21_H;695.6521739
1308;8;10;4;135F;739.1304348
1307;8;10;5;B_805;739.1304348
1306;8;10;6;11_H;608.6956522
1305;8;10;7;32_H;478.2608696
1304;8;10;8;35_H;956.5217391
1303;8;10;9;50F;1782.608696
1302;8;10;10;17_H;1826.086957
1301;8;10;11;60F;956.5217391
1300;8;10;12;107F;608.6956522
1299;8;10;13;66F;1043.478261
1298;8;10;14;25F;1260.869565
1297;8;10;15;99F;782.6086957
1296;8;10;16;149F;217.3913043
1295;8;10;17;96F;956.5217391
1294;8;10;18;140F;1608.695652
1293;8;10;19;126F;43.47826087
1292;8;10;20;141F;1391.304348
1291;8;10;21;33F;1739.130435
1290;8;10;22;119F;826.0869565
1289;8;10;23;133F;1434.782609
1288;8;10;24;FL99;1521.73913
1287;8;10;25;114F;2130.434783
1286;8;10;26;UF2015;304.3478261
1285;8;10;27;121F;391.3043478
1284;8;10;28;118F;782.6086957
1283;8;10;29;23_H;739.1304348
1282;8;10;30;36_H;1565.217391
1281;8;10;31;135F;391.3043478
1280;8;10;32;10F;913.0434783
1312;8;11;1;6F;434.7826087
1313;8;11;2;101F;1043.478261
1314;8;11;3;28F;956.5217391
1315;8;11;4;37F;1130.434783
1316;8;11;5;17F;1130.434783
1317;8;11;6;115F;1869.565217
1318;8;11;7;32F;1869.565217
1319;8;11;8;88F;826.0869565
1320;8;11;9;105F;782.6086957
1321;8;11;10;97F;956.5217391
1322;8;11;11;UF2015;869.5652174
1323;8;11;12;42F;1260.869565
1324;8;11;13;120F;347.826087
1325;8;11;14;1_H;695.6521739
1326;8;11;15;40F;608.6956522
1327;8;11;16;12_H;1434.782609
1328;8;11;17;B_805;782.6086957
1329;8;11;18;101F;173.9130435
1330;8;11;19;137F;1304.347826
1331;8;11;20;104F;1260.869565
1332;8;11;21;78F;608.6956522
1333;8;11;22;7_H;695.6521739
1334;8;11;23;26_H;826.0869565
1335;8;11;24;123F;260.8695652
1336;8;11;25;68F;739.1304348
1337;8;11;26;25F;1695.652174
1338;8;11;27;66F;1347.826087
1339;8;11;28;21F;1043.478261
1340;8;11;29;65F;2086.956522
1341;8;11;30;FL99;1391.304348
1342;8;11;31;125F;956.5217391
1509;8;11;32;C;NA
1373;8;12;1;148F;1565.217391
1372;8;12;2;91F;565.2173913
1371;8;12;3;134F;2391.304348
1370;8;12;4;UF2015;2086.956522
1369;8;12;5;89F;956.5217391
1368;8;12;6;18F;652.173913
1367;8;12;7;10F;130.4347826
1366;8;12;8;3F;434.7826087
1365;8;12;9;131F;782.6086957
1364;8;12;10;34_H;260.8695652
1363;8;12;11;8_H;608.6956522
1362;8;12;12;82F;826.0869565
1361;8;12;13;147F;130.4347826
1360;8;12;14;2_H;695.6521739
1359;8;12;15;49F;608.6956522
1358;8;12;16;FL99;1826.086957
1357;8;12;17;133F;1391.304348
1356;8;12;18;28_H;1521.73913
1355;8;12;19;29_H;1478.26087
1354;8;12;20;FL99;1434.782609
1353;8;12;21;128F;1608.695652
1352;8;12;22;7F;NA
1351;8;12;23;64F;434.7826087
1350;8;12;24;130F;956.5217391
1349;8;12;25;9F;2608.695652
1348;8;12;26;105F;1565.217391
1347;8;12;27;B_805;1478.26087
1346;8;12;28;33_H;3086.956522
1345;8;12;29;12_H;1304.347826
1344;8;12;30;11_H;304.3478261
1343;8;12;31;120F;695.6521739
1510;8;12;32;C;NA
1374;8;13;1;146F;1000
1375;8;13;2;100F;652.173913
1376;8;13;3;86F;1043.478261
1377;8;13;4;14F;652.173913
1378;8;13;5;23F;1565.217391
1379;8;13;6;59F;1043.478261
1380;8;13;7;FL99;1695.652174
1381;8;13;8;2_H;1000
1382;8;13;9;19_H;304.3478261
1383;8;13;10;132F;478.2608696
1384;8;13;11;4_H;913.0434783
1385;8;13;12;UF2015;1565.217391
1386;8;13;13;13F;1521.73913
1387;8;13;14;67F;1043.478261
1388;8;13;15;84F;1217.391304
1389;8;13;16;136F;478.2608696
1390;8;13;17;98F;739.1304348
1391;8;13;18;52F;1608.695652
1392;8;13;19;26F;1521.73913
1393;8;13;20;6_H;1478.26087
1394;8;13;21;32_H;2130.434783
1395;8;13;22;41F;1130.434783
1396;8;13;23;111F;1956.521739
1397;8;13;24;22_H;1173.913043
1398;8;13;25;20_H;1565.217391
1399;8;13;26;81F;608.6956522
1400;8;13;27;23F;1478.26087
1401;8;13;28;144F;1347.826087
1402;8;13;29;B_805;782.6086957
1403;8;13;30;87F;1434.782609
1404;8;13;31;3_H;1173.913043
1511;8;13;32;C;NA
1435;8;14;1;76F;913.0434783
1434;8;14;2;20F;565.2173913
1433;8;14;3;36F;608.6956522
1432;8;14;4;139F;1391.304348
1431;8;14;5;33F;826.0869565
1430;8;14;6;25_H;739.1304348
1429;8;14;7;116F;608.6956522
1428;8;14;8;58F;913.0434783
1427;8;14;9;14_H;434.7826087
1426;8;14;10;57F;1608.695652
1425;8;14;11;3_H;913.0434783
1424;8;14;12;9_H;1695.652174
1423;8;14;13;138F;1391.304348
1422;8;14;14;70F;782.6086957
1421;8;14;15;16F;695.6521739
1420;8;14;16;93F;1260.869565
1419;8;14;17;13_H;1086.956522
1418;8;14;18;UF2015;1347.826087
1417;8;14;19;11F;86.95652174
1416;8;14;20;12F;1739.130435
1415;8;14;21;27_H;1260.869565
1414;8;14;22;24_H;1391.304348
1413;8;14;23;126F;1347.826087
1412;8;14;24;31_H;2391.304348
1411;8;14;25;B_805;1565.217391
1410;8;14;26;16_H;1086.956522
1409;8;14;27;15F;2043.478261
1408;8;14;28;23_H;1478.26087
1407;8;14;29;22F;1304.347826
1406;8;14;30;28_H;2782.608696
1405;8;14;31;FL99;2391.304348
1512;8;14;32;C;NA
1001;9;1;1;4F;2869.57
1002;9;1;2;123F;1347.83
1003;9;1;3;UF2015;1304.35
1004;9;1;4;10F;826.09
1005;9;1;5;42F;2173.91
1006;9;1;6;99F;347.83
1007;9;1;7;9F;1000
1008;9;1;8;25F;782.61
1009;9;1;9;46F;1000
1010;9;1;10;6_H;1000
1011;9;1;11;66F;217.39
1012;9;1;12;113F;NA
1013;9;1;13;110F;478.26
1014;9;1;14;145F;86.96
1015;9;1;15;32F;217.39
1016;9;1;16;B_805;521.74
1017;9;1;17;4_H;782.61
1018;9;1;18;33_H;2173.91
1019;9;1;19;74F;956.52
1020;9;1;20;26_H;1347.83
1021;9;1;21;30F;695.65
1022;9;1;22;34_H;782.61
1023;9;1;23;3F;956.52
1024;9;1;24;121F;2043.48
1025;9;1;25;15_H;1391.3
1026;9;1;26;112F;608.7
1027;9;1;27;FL99;521.74
1028;9;1;28;83F;347.83
1500;9;1;29;C;NA
1029;9;1;30;14_H;565.22
1030;9;1;31;84F;739.13
1031;9;1;32;20F;130.43
1062;9;2;1;21F;1347.83
1061;9;2;2;120F;260.87
1060;9;2;3;125F;1130.43
1059;9;2;4;64F;1173.91
1058;9;2;5;17_H;913.04
1057;9;2;6;80F;NA
1056;9;2;7;78F;1434.78
1055;9;2;8;102F;782.61
1054;9;2;9;B_805;2304.35
1053;9;2;10;12_H;826.09
1052;9;2;11;114F;478.26
1051;9;2;12;30_H;1956.52
1050;9;2;13;22F;521.74
1049;9;2;14;97F;217.39
1048;9;2;15;134F;1130.43
1047;9;2;16;144F;1304.35
1046;9;2;17;FL99;782.61
1045;9;2;18;5F;608.7
1044;9;2;19;138F;1217.39
1043;9;2;20;7F;NA
1042;9;2;21;UF2015;1217.39
1041;9;2;22;53F;695.65
1040;9;2;23;8_H;1173.91
1039;9;2;24;14F;1347.83
1038;9;2;25;107F;391.3
1037;9;2;26;82F;86.96
1036;9;2;27;75F;1043.48
1035;9;2;28;94F;521.74
1501;9;2;29;C;NA
1034;9;2;30;5_H;347.83
1033;9;2;31;35F;304.35
1032;9;2;32;149F;913.04
1063;9;3;1;1F;1826.09
1064;9;3;2;FL99;1434.78
1065;9;3;3;24_H;2434.78
1066;9;3;4;72F;782.61
1067;9;3;5;92F;1217.39
1068;9;3;6;141F;1391.3
1069;9;3;7;60F;608.7
1070;9;3;8;117F;NA
1071;9;3;9;49F;913.04
1072;9;3;10;1_H;1043.48
1073;9;3;11;109F;304.35
1074;9;3;12;81F;565.22
1075;9;3;13;11_H;521.74
1076;9;3;14;62F;478.26
1077;9;3;15;36_H;913.04
1078;9;3;16;44F;260.87
1079;9;3;17;31_H;652.17
1080;9;3;18;54F;2565.22
1081;9;3;19;86F;1434.78
1082;9;3;20;15F;3347.83
1083;9;3;21;98F;521.74
1084;9;3;22;108F;1695.65
1085;9;3;23;76F;1434.78
1086;9;3;24;18_H;695.65
1087;9;3;25;B_805;1217.39
1088;9;3;26;8F;1652.17
1089;9;3;27;31F;304.35
1090;9;3;28;40F;217.39
1091;9;3;29;130F;1086.96
1502;9;3;30;C;NA
1092;9;3;31;UF2015;2086.96
1093;9;3;32;53F;1391.3
1124;9;4;1;22_H;739.13
1123;9;4;2;106F;2130.43
1122;9;4;3;82F;1521.74
1121;9;4;4;140F;2043.48
1120;9;4;5;124F;1695.65
1119;9;4;6;30_H;1608.7
1118;9;4;7;2F;1869.57
1117;9;4;8;101F;521.74
1116;9;4;9;UF2015;1565.22
1115;9;4;10;63F;304.35
1114;9;4;11;24F;869.57
1113;9;4;12;8F;565.22
1112;9;4;13;FL99;1565.22
1111;9;4;14;33F;1304.35
1110;9;4;15;149F;217.39
1109;9;4;16;71F;347.83
1108;9;4;17;29F;1434.78
1107;9;4;18;135F;304.35
1106;9;4;19;20_H;782.61
1105;9;4;20;113F;956.52
1104;9;4;21;6F;NA
1103;9;4;22;70F;1130.43
1102;9;4;23;B_805;565.22
1101;9;4;24;23F;1478.26
1100;9;4;25;7_H;782.61
1099;9;4;26;90F;739.13
1098;9;4;27;140F;956.52
1097;9;4;28;146F;521.74
1096;9;4;29;4F;478.26
1503;9;4;30;C;NA
1095;9;4;31;35_H;434.78
1094;9;4;32;38F;913.04
1125;9;5;1;26_H;2826.09
1126;9;5;2;87F;1565.22
1127;9;5;3;48F;1826.09
1128;9;5;4;33_H;2217.39
1129;9;5;5;98F;1913.04
1130;9;5;6;B_805;1391.3
1131;9;5;7;34F;826.09
1132;9;5;8;137F;1782.61
1133;9;5;9;17F;1391.3
1134;9;5;10;28F;1565.22
1135;9;5;11;85F;434.78
1136;9;5;12;25_H;434.78
1137;9;5;13;132F;1478.26
1138;9;5;14;4_H;1565.22
1139;9;5;15;148F;434.78
1140;9;5;16;21_H;NA
1141;9;5;17;UF2015;1652.17
1142;9;5;18;105F;1913.04
1143;9;5;19;59F;521.74
1144;9;5;20;136F;695.65
1145;9;5;21;48F;739.13
1146;9;5;22;49F;217.39
1147;9;5;23;55F;2000
1148;9;5;24;11F;NA
1149;9;5;25;60F;1000
1150;9;5;26;16F;1913.04
1151;9;5;27;72F;608.7
1152;9;5;28;FL99;956.52
1153;9;5;29;56F;739.13
1504;9;5;30;C;NA
1154;9;5;31;88F;1086.96
1155;9;5;32;148F;NA
1186;9;6;1;7F;2391.3
1185;9;6;2;93F;2130.43
1184;9;6;3;5_H;2347.83
1183;9;6;4;56F;956.52
1182;9;6;5;54F;2478.26
1181;9;6;6;121F;NA
1180;9;6;7;83F;1826.09
1179;9;6;8;35F;2739.13
1178;9;6;9;27_H;1304.35
1177;9;6;10;96F;608.7
1176;9;6;11;29_H;782.61
1175;9;6;12;146F;782.61
1174;9;6;13;24_H;956.52
1173;9;6;14;B_805;652.17
1172;9;6;15;22_H;347.83
1171;9;6;16;35_H;347.83
1170;9;6;17;115F;1000
1169;9;6;18;14_H;739.13
1168;9;6;19;17_H;86.96
1167;9;6;20;13_H;2130.43
1166;9;6;21;36F;695.65
1165;9;6;22;99F;869.57
1164;9;6;23;87F;739.13
1163;9;6;24;124F;565.22
1162;9;6;25;UF2015;1086.96
1161;9;6;26;19_H;130.43
1160;9;6;27;25_H;217.39
1159;9;6;28;73F;260.87
1158;9;6;29;131F;565.22
1157;9;6;30;47F;956.52
1505;9;6;31;C;NA
1156;9;6;32;41F;521.74
1187;9;7;1;44F;1521.74
1188;9;7;2;6_H;1782.61
1189;9;7;3;129F;1347.83
1190;9;7;4;8F;2173.91
1191;9;7;5;16F;2434.78
1192;9;7;6;9_H;2217.39
1193;9;7;7;136F;2043.48
1194;9;7;8;18F;1956.52
1195;9;7;9;69F;1565.22
1196;9;7;10;FL99;2434.78
1197;9;7;11;14F;1608.7
1198;9;7;12;28_H;3130.43
1199;9;7;13;67F;1913.04
1200;9;7;14;122F;1391.3
1201;9;7;15;58F;1260.87
1202;9;7;16;129F;1173.91
1203;9;7;17;3_H;1913.04
1204;9;7;18;89F;1434.78
1205;9;7;19;8_H;2086.96
1206;9;7;20;43F;1043.48
1207;9;7;21;51F;1739.13
1208;9;7;22;UF2015;1521.74
1209;9;7;23;1_H;826.09
1210;9;7;24;61F;608.7
1211;9;7;25;42F;2739.13
1212;9;7;26;63F;86.96
1213;9;7;27;B_805;130.43
1214;9;7;28;58F;652.17
1215;9;7;29;137F;1391.3
1216;9;7;30;103F;3000
1506;9;7;31;C;NA
1217;9;7;32;79F;913.04
1248;9;8;1;5F;1478.26
1247;9;8;2;127F;2043.48
1246;9;8;3;15F;2565.22
1245;9;8;4;31_H;1739.13
1244;9;8;5;65F;1391.3
1243;9;8;6;130F;1565.22
1242;9;8;7;11F;2130.43
1241;9;8;8;B_805;2304.35
1240;9;8;9;13_H;1043.48
1239;9;8;10;15_H;1565.22
1238;9;8;11;20F;2173.91
1237;9;8;12;128F;1826.09
1236;9;8;13;81F;478.26
1235;9;8;14;123F;2521.74
1234;9;8;15;UF2015;4130.43
1233;9;8;16;27_H;826.09
1232;9;8;17;19_H;695.65
1231;9;8;18;116F;695.65
1230;9;8;19;FL99;2826.09
1229;9;8;20;34_H;1173.91
1228;9;8;21;17F;1782.61
1227;9;8;22;91F;521.74
1226;9;8;23;19F;434.78
1225;9;8;24;32F;869.57
1224;9;8;25;102F;1086.96
1223;9;8;26;15_H;1086.96
1222;9;8;27;24F;739.13
1221;9;8;28;37F;1260.87
1220;9;8;29;21_H;260.87
1219;9;8;30;32_H;1434.78
1507;9;8;31;C;NA
1218;9;8;32;18F;2000
1249;9;9;1;FL99;1695.65
1250;9;9;2;70F;2130.43
1251;9;9;3;95F;1260.87
1252;9;9;4;36_H;2043.48
1253;9;9;5;30F;1130.43
1254;9;9;6;24F;1565.22
1255;9;9;7;47F;1086.96
1256;9;9;8;20_H;1652.17
1257;9;9;9;145F;913.04
1258;9;9;10;31F;1000
1259;9;9;11;16_H;2043.48
1260;9;9;12;23_H;1347.83
1261;9;9;13;76F;1521.74
1262;9;9;14;18_H;695.65
1263;9;9;15;27F;826.09
1264;9;9;16;75F;2217.39
1265;9;9;17;2F;1260.87
1266;9;9;18;113F;2217.39
1267;9;9;19;83F;1260.87
1268;9;9;20;4F;1782.61
1269;9;9;21;80F;739.13
1270;9;9;22;9_H;1521.74
1271;9;9;23;62F;1478.26
1272;9;9;24;134F;1739.13
1273;9;9;25;30_H;2739.13
1274;9;9;26;106F;1043.48
1275;9;9;27;5F;695.65
1276;9;9;28;16_H;956.52
1277;9;9;29;B_805;1086.96
1278;9;9;30;127F;1043.48
1508;9;9;31;C;NA
1279;9;9;32;13F;1304.35
1311;9;10;1;78F;1217.39
1310;9;10;2;109F;1434.78
1309;9;10;3;21_H;652.17
1308;9;10;4;135F;1173.91
1307;9;10;5;B_805;1086.96
1306;9;10;6;11_H;695.65
1305;9;10;7;32_H;739.13
1304;9;10;8;35_H;1173.91
1303;9;10;9;50F;2956.52
1302;9;10;10;17_H;2478.26
1301;9;10;11;60F;1869.57
1300;9;10;12;107F;869.57
1299;9;10;13;66F;2521.74
1298;9;10;14;25F;1782.61
1297;9;10;15;99F;1434.78
1296;9;10;16;149F;391.3
1295;9;10;17;96F;1304.35
1294;9;10;18;140F;2304.35
1293;9;10;19;126F;0
1292;9;10;20;141F;2608.7
1291;9;10;21;33F;3130.43
1290;9;10;22;119F;1608.7
1289;9;10;23;133F;1956.52
1288;9;10;24;FL99;2782.61
1287;9;10;25;114F;3086.96
1286;9;10;26;UF2015;521.74
1285;9;10;27;121F;826.09
1284;9;10;28;118F;826.09
1283;9;10;29;23_H;1304.35
1282;9;10;30;36_H;3217.39
1281;9;10;31;135F;1086.96
1280;9;10;32;10F;1608.7
1312;9;11;1;6F;434.78
1313;9;11;2;101F;782.61
1314;9;11;3;28F;2086.96
1315;9;11;4;37F;1826.09
1316;9;11;5;17F;1347.83
1317;9;11;6;115F;2913.04
1318;9;11;7;32F;2391.3
1319;9;11;8;88F;1521.74
1320;9;11;9;105F;1782.61
1321;9;11;10;97F;2173.91
1322;9;11;11;UF2015;2086.96
1323;9;11;12;42F;2173.91
1324;9;11;13;120F;521.74
1325;9;11;14;1_H;1478.26
1326;9;11;15;40F;1304.35
1327;9;11;16;12_H;2043.48
1328;9;11;17;B_805;1000
1329;9;11;18;101F;347.83
1330;9;11;19;137F;2391.3
1331;9;11;20;104F;1913.04
1332;9;11;21;78F;1347.83
1333;9;11;22;7_H;1304.35
1334;9;11;23;26_H;1217.39
1335;9;11;24;123F;782.61
1336;9;11;25;68F;1217.39
1337;9;11;26;25F;1826.09
1338;9;11;27;66F;1130.43
1339;9;11;28;21F;1260.87
1340;9;11;29;65F;2173.91
1341;9;11;30;FL99;2434.78
1342;9;11;31;125F;1869.57
1509;9;11;32;C;NA
1373;9;12;1;148F;2260.87
1372;9;12;2;91F;869.57
1371;9;12;3;134F;3652.17
1370;9;12;4;UF2015;2000
1369;9;12;5;89F;1608.7
1368;9;12;6;18F;1043.48
1367;9;12;7;10F;391.3
1366;9;12;8;3F;782.61
1365;9;12;9;131F;1130.43
1364;9;12;10;34_H;695.65
1363;9;12;11;8_H;1434.78
1362;9;12;12;82F;1260.87
1361;9;12;13;147F;304.35
1360;9;12;14;2_H;1173.91
1359;9;12;15;49F;782.61
1358;9;12;16;FL99;1869.57
1357;9;12;17;133F;1217.39
1356;9;12;18;28_H;2217.39
1355;9;12;19;29_H;2391.3
1354;9;12;20;FL99;2304.35
1353;9;12;21;128F;2043.48
1352;9;12;22;7F;86.96
1351;9;12;23;64F;826.09
1350;9;12;24;130F;2130.43
1349;9;12;25;9F;3608.7
1348;9;12;26;105F;2391.3
1347;9;12;27;B_805;2260.87
1346;9;12;28;33_H;4043.48
1345;9;12;29;12_H;1956.52
1344;9;12;30;11_H;608.7
1343;9;12;31;120F;913.04
1510;9;12;32;C;NA
1374;9;13;1;146F;913.04
1375;9;13;2;100F;695.65
1376;9;13;3;86F;1652.17
1377;9;13;4;14F;1000
1378;9;13;5;23F;2521.74
1379;9;13;6;59F;1260.87
1380;9;13;7;FL99;2478.26
1381;9;13;8;2_H;1260.87
1382;9;13;9;19_H;434.78
1383;9;13;10;132F;608.7
1384;9;13;11;4_H;1782.61
1385;9;13;12;UF2015;2434.78
1386;9;13;13;13F;2217.39
1387;9;13;14;67F;1391.3
1388;9;13;15;84F;1217.39
1389;9;13;16;136F;521.74
1390;9;13;17;98F;1130.43
1391;9;13;18;52F;2347.83
1392;9;13;19;26F;2478.26
1393;9;13;20;6_H;1782.61
1394;9;13;21;32_H;2347.83
1395;9;13;22;41F;1652.17
1396;9;13;23;111F;3086.96
1397;9;13;24;22_H;1391.3
1398;9;13;25;20_H;1521.74
1399;9;13;26;81F;739.13
1400;9;13;27;23F;1434.78
1401;9;13;28;144F;1695.65
1402;9;13;29;B_805;1130.43
1403;9;13;30;87F;1521.74
1404;9;13;31;3_H;2304.35
1511;9;13;32;C;NA
1435;9;14;1;76F;1608.7
1434;9;14;2;20F;1086.96
1433;9;14;3;36F;1043.48
1432;9;14;4;139F;2260.87
1431;9;14;5;33F;1913.04
1430;9;14;6;25_H;1260.87
1429;9;14;7;116F;1043.48
1428;9;14;8;58F;1478.26
1427;9;14;9;14_H;826.09
1426;9;14;10;57F;2608.7
1425;9;14;11;3_H;1000
1424;9;14;12;9_H;2130.43
1423;9;14;13;138F;2043.48
1422;9;14;14;70F;826.09
1421;9;14;15;16F;956.52
1420;9;14;16;93F;1521.74
1419;9;14;17;13_H;1347.83
1418;9;14;18;UF2015;1304.35
1417;9;14;19;11F;130.43
1416;9;14;20;12F;1826.09
1415;9;14;21;27_H;2043.48
1414;9;14;22;24_H;2217.39
1413;9;14;23;126F;2304.35
1412;9;14;24;31_H;3304.35
1411;9;14;25;B_805;1869.57
1410;9;14;26;16_H;1782.61
1409;9;14;27;15F;2956.52
1408;9;14;28;23_H;2826.09
1407;9;14;29;22F;2260.87
1406;9;14;30;28_H;3956.52
1405;9;14;31;FL99;3304.35
1512;9;14;32;C;NA
1001;10;1;1;4F;3826.086957
1002;10;1;2;123F;2043.478261
1003;10;1;3;UF2015;2304.347826
1004;10;1;4;10F;2000
1005;10;1;5;42F;3173.913043
1006;10;1;6;99F;695.6521739
1007;10;1;7;9F;2000
1008;10;1;8;25F;1826.086957
1009;10;1;9;46F;2000
1010;10;1;10;6_H;1913.043478
1011;10;1;11;66F;913.0434783
1012;10;1;12;113F;260.8695652
1013;10;1;13;110F;1043.478261
1014;10;1;14;145F;304.3478261
1015;10;1;15;32F;391.3043478
1016;10;1;16;B_805;1217.391304
1017;10;1;17;4_H;1608.695652
1018;10;1;18;33_H;2913.043478
1019;10;1;19;74F;1695.652174
1020;10;1;20;26_H;2347.826087
1021;10;1;21;30F;1652.173913
